20636	80707	36535	70596	46666
89127	72415	42366	63933	36312
65613	74117	90521	24148	94106
75851	91222	11303	57679	82772
17968	38521	30497	72944	54449
92082	59963	41660	55599	86609
80838	70980	78621	37261	6237
87273	52527	47122	33606	55271
76662	34013	88613	4149	30728
79102	32852	57699	34041	90055
68724	77473	54139	58359	51660
9856	4609	12756	57545	22936
18952	65349	5614	6644	66902
32084	62589	63957	14714	27892
43986	53663	76073	16101	29846
8005	54400	15154	76562	97429
42750	92824	85834	75354	95443
41865	32009	61416	2336	90209
40986	44683	70822	73671	25401
4824	62354	14718	62026	1673
37409	27716	40407	55628	59486
40507	75403	18114	75348	88228
19309	46662	64058	72063	68374
41827	88507	59122	60432	67011
75859	57464	54066	79867	99702
42210	76593	65574	88807	17443
57635	62162	93616	98535	94672
75628	90545	86328	61238	28642
5413	67898	34209	47335	68572
94903	45977	97871	1247	91492
12876	95660	57753	57833	56279
8392	14717	79092	92901	96073
910	51588	36985	8100	831
28302	31099	42481	65403	86329
81385	60851	47601	42762	37567
23714	5621	33296	72832	65792
56334	18651	34410	86475	98479
82632	44793	9259	43998	16984
33258	52847	37417	73697	99005
37203	61653	90467	16236	49285
57836	78426	15735	39430	28994
33977	79019	56650	29492	23892
97278	70199	67505	21122	38267
28716	97954	19218	3521	15404
78652	60461	960	49823	64968
6115	83508	41742	95601	2483
51796	5295	58455	17594	98247
25082	60121	38729	57450	7520
64605	67634	64940	52286	39386
14583	61642	7724	79032	58140
76807	32245	4554	34153	56889
90825	67749	17505	91424	84228
53825	66522	41971	52816	41262
63941	76271	59254	63083	79863
32997	39048	69311	10133	16055
77456	97243	71141	31821	77996
9513	93474	38607	64759	24020
41895	98365	34347	71863	60311
35679	33282	43568	79628	68608
92149	19387	63444	16530	74422
67915	9687	91881	45340	8557
3938	97066	15798	27269	58039
77425	72808	61687	85183	68907
90151	63805	70884	76150	25930
74511	45943	98850	52510	21585
90351	24259	54574	12113	70427
3548	33956	50248	80137	89676
42593	34561	16894	76378	15343
9155	7650	2891	60746	48302
1086	5350	77331	66681	83618
55047	50439	81774	69101	56941
17337	47635	71304	85425	22113
95307	16348	60506	21874	6879
33658	31448	56929	89488	4427
82066	4255	84821	15489	51580
25924	93374	52593	14847	41316
59649	11199	60289	26380	92439
90078	6263	207	38633	29681
15529	24955	31374	16175	56570
39082	37295	52322	33386	21086
9622	58746	18930	69765	96163
98774	47625	46655	59344	26618
65291	69160	97437	90723	66842
2127	30887	68316	84955	36851
67685	2544	13114	31241	11832
51413	32357	75200	41076	12372
72552	85310	44867	63270	12767
19583	80517	72973	25773	88383
15679	40822	33003	31285	55462
47541	35243	65815	27093	27508
59018	28343	11970	14860	81424
54124	40803	61675	98082	33437
2407	35549	73133	74385	71966
28765	89874	36416	76398	58721
30793	3214	29393	91495	44237
6334	74510	50650	53305	72861
97162	66009	72483	51014	1047
62497	46852	55453	34246	10220
55683	24409	1105	69166	98161
32377	49669	65354	54328	74795
28448	692	27087	83466	63692
5585	28959	82377	13680	12949
87722	83399	66572	42912	38637
29797	77143	35504	6627	53981
44511	66995	30651	26063	57691
66242	90436	32278	29577	94741
26933	75182	94635	55862	26884
18480	77292	75415	27266	70067
52953	33804	88684	73659	29720
41077	14062	92746	50837	73078
83124	11984	65153	85462	67573
71696	71446	52820	90831	70856
65830	57281	97087	46467	52024
16646	65845	33935	4137	5066
46740	47084	38746	95416	26227
52781	37544	49241	41437	1205
76012	57693	90235	5219	49242
40107	18749	1937	71167	92036
55074	61008	96660	47963	352
82394	69638	95455	85154	12305
20314	43493	85365	50040	375
42643	82482	34069	82412	84345
11536	85838	83415	36118	35842
6785	70284	48791	30325	97685
96576	21423	49248	22716	33541
44145	2255	39490	22679	333
54424	80936	18466	79390	80995
2785	40300	35417	19405	79099
8260	2510	94791	19729	54331
33960	62105	94407	55289	41065
88058	60392	15371	61818	62826
84334	88342	36723	81857	46347
63693	18707	76700	23078	47199
20547	17707	57597	3716	47467
66258	41506	93259	43489	29140
64099	23791	5207	56698	80453
86589	62254	72003	1544	40483
53815	78298	62442	84847	4991
7318	80616	5064	34679	15091
57844	17908	93439	57444	30640
63566	21781	82070	43827	96324
95485	70191	87015	39126	4485
51012	7212	23608	43389	46579
38757	70012	50904	25198	63968
85856	18786	77258	26670	37965
30983	65381	48849	95555	95704
43254	87978	20770	42951	64720
73462	83194	81934	1758	66857
82428	80657	862	87671	21904
29036	94138	13622	29803	31937
4529	47770	90040	23199	6202
47764	21092	38033	84320	51623
86687	28438	23428	48042	50711
3202	29331	85202	98340	92313
96350	6018	11082	15431	26308
85571	28203	93446	22535	81420
99186	77609	4624	11160	61988
58506	45675	52696	93095	10286
46116	31833	20404	36894	85087
64841	99032	416	81157	16352
44348	10884	66555	85695	3009
27888	87995	25222	81391	59846
24541	21897	62597	88346	81943
43652	27012	83957	98604	58728
16277	59410	48390	51193	38363
86090	74504	33915	92920	5028
87357	16253	90224	59284	25567
20610	53807	79796	71976	31770
89418	2735	75893	52940	61365
68693	75021	85689	86403	74927
63540	51252	25193	48539	23095
73939	40449	73063	72958	37518
22135	24696	93901	69268	18758
91177	74633	17591	77890	18712
6591	81272	27720	72392	45390
25768	42108	57691	40196	70390
56455	22910	25327	49540	92950
11862	98102	21675	78291	70463
22110	44125	80512	63089	43046
82734	53608	83996	13562	3977
78769	82572	60697	69393	45250
19643	20632	12758	76607	63777
69572	21637	76868	26861	37776
83758	6906	403	71377	65593
510	80942	67437	60829	79470
97597	64302	14455	60491	72113
32049	68400	33758	78404	11222
13321	43033	32790	85232	36027
17780	11294	99003	46989	76594
56533	77918	4490	65833	7545
87820	18514	47415	25727	50740
83667	83135	31691	40138	84478
75341	97412	74872	52585	48500
54626	83569	57598	54516	91813
35041	53317	98774	72874	48930
21976	53155	51154	36339	26990
66431	24315	54239	40437	37952
19548	86885	28667	38517	13352
81381	49348	76089	3275	24037
24207	99636	68304	83888	46706
91666	93329	40095	28938	91580
20044	51672	74833	47486	70698
47868	68222	71174	73162	49716
68757	75657	86295	79664	33939
53323	23359	89777	34427	35753
99573	6371	31831	5060	9571
41028	1886	58221	19511	8714
59881	3177	4108	40858	73026
16423	86373	7	27081	674
5308	18544	15425	80963	37872
52349	33716	37602	4428	90611
23413	9370	56306	98117	36241
90416	39388	52780	60348	15340
10803	32455	92773	37788	78222
75362	48682	32593	83767	93060
58911	23724	59755	50482	55157
33077	80763	84361	48039	54983
50307	51417	96123	66695	10495
74228	47217	89546	26444	99578
66433	12949	18468	81566	45142
67790	22299	17146	13845	53368
3709	71264	79607	54096	18914
21694	87627	47340	489	29393
98607	39051	75909	1072	68541
71057	62691	87341	86572	54149
99614	57840	13215	60001	1536
47825	98427	91427	53336	80475
13777	10636	37876	84714	27679
53619	11628	67741	66877	15583
27649	69506	85964	4357	77369
3655	65686	88136	73940	42547
89589	22088	42968	99433	58401
32065	78701	85199	39038	43837
348	88957	10501	76939	37758
17355	30575	3910	74812	18898
53031	98822	85959	97097	25841
11334	62352	35970	99259	74282
13391	58449	2635	5358	30199
35085	46550	86285	14852	42066
40265	96237	25434	58060	36531
13843	59110	77825	11712	59349
57186	33470	759	15689	4457
42198	59059	6002	929	7935
15664	41910	16726	31344	87583
24828	95365	47038	45721	2084
5212	46881	23971	42004	55964
50198	29935	28512	58870	88523
19382	75660	14839	7474	23533
23458	50230	64683	57485	60229
16897	72594	94651	33698	33097
59449	57108	31034	30768	4573
49365	62372	19566	59938	86144
38110	20442	82062	6776	40795
59775	38468	37714	41221	63218
72085	98301	85734	20423	27238
26531	9634	94783	94125	58759
14602	66544	773	51175	85076
28382	36873	76366	69147	16545
69250	37231	99689	20865	85186
23003	11173	85336	28113	14283
64129	5639	17225	38403	28120
59899	93364	57811	50843	52143
5968	55622	54000	67048	90559
83705	19093	52325	28048	8217
61139	92580	60847	87334	52954
50565	81694	29306	47083	18790
44796	78287	87802	23793	58109
50239	17789	77197	32925	82705
76047	57740	41160	8086	23721
94677	10112	77842	93875	98807
65647	37232	64047	27149	64562
84573	58247	5091	12218	80538
1512	8292	94646	83209	43764
92405	73547	1693	3354	64816
67567	81686	21015	49796	55345
30295	58238	62812	86817	53208
54010	34274	73654	86165	29916
3917	89850	3910	40716	34612
77252	47608	48824	65000	62916
9706	15365	42700	10151	29770
35975	29563	98735	22535	30786
96799	39146	65091	25073	96626
91874	1675	97594	45129	56871
9694	68808	98171	30889	2420
52496	60145	64950	51476	50754
81221	7112	221	91316	43659
82014	97174	16179	95978	91564
92908	12918	29046	30884	23818
38370	84006	11481	86683	72604
72995	25311	44830	42130	66294
72473	44914	26738	25615	87705
38259	3034	20507	38675	72454
35127	27917	89429	1242	37846
56473	2277	59583	8624	27331
93301	5912	92681	80333	37048
78241	60392	3357	71814	37514
16613	83866	7123	86647	22808
16075	21409	23829	7211	93037
58475	61377	75362	21241	55950
98577	18393	33812	61844	13139
36284	26560	32240	39209	63251
54911	61102	9339	44147	92574
81849	17582	59581	2144	23101
94241	66949	1015	86325	30001
68154	35340	50545	90419	44704
97781	34036	61203	62484	62375
1484	99211	26896	37095	28232
33069	65445	50493	56608	38720
92019	78036	62130	83764	78730
62414	38834	80836	90138	70701
83429	46951	93980	106	91719
32025	76206	18565	34168	42309
1253	15117	91577	96122	53586
43495	43933	20450	12999	97501
4378	84983	4953	57985	8219
24978	14675	73219	70882	37590
42690	14276	16474	2815	66077
35488	43435	80823	76597	70130
21147	61628	73479	8501	88427
4508	93026	74918	23914	67828
45202	46453	5561	13909	47784
39969	41653	85133	66175	4310
87649	97524	46859	10089	98633
42840	82934	14478	77904	40496
63406	44113	93869	59265	34131
51942	69124	33798	92901	80874
25394	24921	77586	68189	4939
3773	72379	25620	50202	9146
18549	90016	88052	69377	73404
35646	49334	27470	30199	28201
56733	15160	44521	78312	74824
15555	26470	39343	83484	56862
73940	61825	26376	54126	55463
31795	66608	18036	29065	65073
19494	55319	73789	33755	39701
13528	37878	9850	15175	74211
85825	66592	3877	11756	58225
5230	81839	19181	5655	1334
96952	5292	15498	64734	26847
83864	86440	9059	39842	88893
5870	79905	53524	17702	18442
27631	15377	1702	78850	34719
53994	3088	19979	46891	20038
20068	8126	98662	30595	60916
29556	9304	37092	78887	25063
25518	33248	98225	72389	64695
15364	48764	55469	35091	68735
16146	35493	63329	18545	89402
58252	56642	88095	88203	75025
62064	64247	73421	34824	70886
25006	63875	17333	23237	28088
11799	40251	31603	95883	21535
23710	14796	70000	16730	3253
87535	73643	66092	66056	63391
20171	71685	1156	91949	75918
60772	73329	48709	97626	94881
19218	94893	56226	6151	56871
13982	35020	270	63825	54294
95894	39882	66826	22404	35946
46508	89441	92124	86478	62592
45734	28222	32601	28872	43162
66333	13266	76812	30302	99279
4229	29711	31925	56150	5793
7159	36485	6759	55091	84377
73358	82802	1960	62284	23503
41810	43020	1767	74645	45504
15095	3593	66131	75363	4148
91710	81091	35321	60096	73367
85227	4558	84482	73034	49670
27077	18569	69071	53337	88441
96856	44060	23190	80708	46035
71995	66650	44836	41888	80852
74857	52482	37397	57349	40485
3823	49341	84481	38566	29022
12761	48514	54651	64244	36034
78042	83707	44191	85939	29730
53473	38681	67051	21457	26441
18381	32656	45677	59481	20471
43116	89705	3241	57422	14621
44821	71840	22081	55760	89403
40517	99669	49155	41706	31333
6477	59518	86841	1136	36288
97289	80927	22466	30718	9540
54950	60178	66408	49103	41829
8726	9334	35648	86636	16674
9729	358	24704	74054	29444
84516	44939	49311	30817	64489
60798	14179	50937	53410	99351
73663	58016	15185	34917	33713
54248	71365	13062	64378	54805
78501	70905	24978	18489	32550
57126	44120	60359	53957	67372
88174	59104	88505	44394	2335
44191	31873	74082	7936	26104
38514	1583	93002	25707	52102
74896	94545	41754	59129	59987
80488	91023	27787	8310	73584
60390	53902	9763	71656	6344
88766	83899	42535	58052	70915
10612	85383	47145	59827	67923
24503	92883	98852	43809	22785
70322	36012	41435	68623	87126
16753	84849	16941	18389	84927
65876	46318	79905	74565	53049
25927	13613	56838	34664	28173
68486	30399	52418	52679	53319
30405	54599	66044	94395	46093
87850	37565	48339	82051	95013
49251	666	22039	59966	72661
83128	16304	33300	15844	82205
24978	74314	70826	62289	18956
13002	69777	74650	58192	38839
39224	31755	80330	42857	25636
76391	16954	24790	34389	20830
76453	47077	85031	80593	59265
79721	58580	80878	30706	81738
77709	21063	22032	70488	59849
4976	65054	54779	20124	38895
5888	21205	16938	29659	53527
5317	87795	54304	33285	45873
64276	5880	46372	36638	60484
77331	23481	86435	36398	87539
14572	60607	88243	16264	77770
1517	50172	80651	84951	19327
46259	21950	65469	7554	34543
9709	19859	82118	20614	81984
71135	74107	38885	20023	76385
13269	12736	39472	47167	65650
62122	5529	68682	65248	99850
43125	40080	17445	90250	74097
40818	3469	18716	71773	71663
49118	62012	58702	1253	55754
11030	58850	72218	3469	13242
51461	70349	52681	8277	22761
97253	31273	28798	67347	57932
24087	81746	31156	27480	50529
59875	99032	52575	38768	82393
3498	55444	50934	30497	24962
69896	83418	83456	13774	66447
41683	28037	45756	29214	1829
14519	95438	48227	35743	18272
63387	26898	46495	70531	2431
21971	61484	49537	79081	87129
95783	47291	56182	10582	30092
54080	7564	64320	60024	25247
24129	83454	83441	74557	73958
68601	91106	96277	28145	29757
89449	41375	64693	93436	4757
45606	91349	96552	95912	16872
10869	238	61197	34698	14592
21787	52289	18220	84360	9455
19639	19169	80258	79147	8345
9126	43540	72522	66112	80974
58986	25714	43737	66201	27590
7079	32258	13986	13678	86835
71799	62279	60041	28418	42619
67727	32072	22727	13327	14326
69728	75770	87846	75577	13544
97066	92895	64933	59050	38486
24934	75413	19739	73960	51991
91669	56001	73874	86786	48531
16395	90481	74354	85674	53028
26804	90389	87676	43058	46824
88172	80614	15734	37525	58175
90386	32274	84676	58961	82049
38220	3787	12923	58080	54157
30066	99101	69508	86670	68508
22540	40408	79745	30080	83710
62778	5895	5969	54593	97548
37706	5591	52495	7308	76980
31909	61152	18046	68586	52290
45723	34314	26762	93283	84207
52696	712	230	19385	81913
44984	3923	62217	7843	42527
50780	55987	93683	29258	25703
79390	28886	47654	75661	83129
82154	62370	67422	58101	48861
28416	29382	33248	60529	37175
82120	75928	70779	23399	20231
69108	68351	68394	22084	6914
74765	36153	86045	515	9222
77651	26098	6253	72847	59046
55642	34761	52964	6073	23003
47050	12109	63002	1894	87134
43682	11808	29603	8212	26677
9461	43774	52074	92673	15594
76109	46139	85840	14274	48380
90838	38163	91737	13319	92358
36972	37295	60516	10863	98519
81395	39902	58899	44611	67405
88120	26883	2247	40025	40319
44524	68704	56520	88192	37637
809	37597	35976	45473	86155
21095	25931	40116	42491	60348
24968	90339	76866	96062	42345
8357	37537	45385	15743	37369
19743	41673	85755	57021	94897
47435	88962	75074	17539	98552
91715	12828	11649	71396	46828
95095	64143	11962	96524	21728
21784	84002	77167	93881	58332
34846	70924	75737	37281	17294
69706	45438	80568	21789	97302
70494	98572	694	62476	38935
59981	95263	6458	16675	44099
32020	6763	24306	98442	38109
294	93228	76135	94803	54089
51094	26888	4925	1228	65318
47158	12673	76157	52559	45887
60516	49160	10083	77315	95160
8431	59120	21700	59447	86782
43335	63524	43649	34762	65850
50249	75557	90155	10741	47688
26137	18178	78490	29005	92228
79942	85579	37208	16410	62560
95316	64347	45222	63504	49174
8096	90371	11498	72060	18846
56369	7236	59045	82638	63509
47295	79106	11808	74608	88716
68665	55725	47976	51213	13011
12749	38283	72817	28905	6898
64853	85257	50624	9306	60406
1891	58802	63519	88938	26980
43258	41385	28083	15335	57154
17377	61794	48809	64137	85875
63550	21232	3655	90686	44531
97237	15264	79143	17107	23778
97740	14793	69058	75607	69366
22059	23719	1058	70655	37347
26047	18559	35497	9311	33327
28144	88061	90497	79237	90173
28671	52048	81430	88098	93728
49184	29209	91711	29833	72942
31507	9712	90886	84305	17774
34086	66183	52572	25863	58904
77259	76401	14118	69549	46656
97082	42743	13750	76806	84085
47815	79610	62781	40359	61476
14121	973	20290	18794	53352
80193	26199	71022	93643	47656
3491	65542	70258	91805	59069
90776	55889	84779	97494	57108
44577	82907	48086	76172	33650
48744	15155	90273	53861	40651
79100	8386	18172	86729	28859
49097	4639	54638	39396	92792
3375	24690	64306	51941	70899
45418	78624	38217	51319	68243
76180	21776	35892	76244	4244
21799	24046	74214	56209	5218
49766	63562	24697	91031	22348
32425	63566	51744	67446	1965
31310	38908	60467	36834	56909
30494	26482	82902	65032	5881
31872	80951	16453	56783	36843
56365	67221	52101	3726	5882
22523	27961	51089	70073	5590
66805	25720	63501	47555	91445
41703	69053	78471	52875	35923
35228	29468	66860	20910	76398
646	41270	39099	54607	81055
22795	32483	42355	24889	46239
63476	83688	55456	86579	6950
15900	81482	88448	71486	44803
26042	28908	56570	13335	50537
65970	17536	20086	30464	56117
60398	41916	99690	33305	27481
28338	60316	47583	9852	39025
19540	51139	39594	45126	92886
63735	52025	35351	47101	12786
90180	17272	78083	74517	96519
24963	88145	93952	9437	4671
25931	59900	32370	7467	62284
5446	98134	69485	78650	47888
92352	7905	17049	63779	32480
18186	21814	59372	58864	16135
29704	63111	14552	1619	38564
96622	8491	53224	37298	50461
51818	66060	27799	83904	78761
75045	79681	15380	77922	85834
93801	24408	25473	20285	19521
54854	45988	11411	66500	96142
36341	10412	95812	98068	57510
83070	84115	55908	6083	62880
56125	39668	49852	20131	40419
96388	73762	5081	36477	12985
89761	60214	44181	79611	59214
26283	66105	41645	4184	10448
92281	90553	97805	69586	67784
83373	59839	20889	53688	17386
1047	58887	65512	10332	38882
53820	61335	10237	13523	14523
35821	85591	4255	84313	78602
67735	85570	8000	79930	30504
10880	43196	96437	97212	57063
6504	39540	22257	42523	19810
82690	18489	81392	7299	48873
20719	52103	35191	76918	22499
74387	77678	13311	61199	75823
35064	41114	20253	63431	14820
24717	23714	72910	55438	3057
27314	45521	42426	10542	81034
39486	16847	25157	65492	16829
19357	3790	63252	56821	24599
6532	97118	94446	95197	44811
51526	31417	43057	93896	95593
29810	87488	52683	7417	13384
63122	94649	40436	3393	18175
19498	35721	12211	92670	8105
43408	76236	75060	34523	99138
42712	311	80654	82494	95077
84023	26904	88518	14494	79548
9537	40217	49228	88306	58161
40237	45680	51946	9285	59834
90202	73967	10194	87871	21768
11901	27304	18503	20603	45202
